538,598,697
672,622,746
668,651,771
661,659,807
666,676,833
651,655,861
658,656,898
656,650,943
642,622,974
636,625,959
688,602,796
658,609,926
653,581,942
672,582,915
671,588,894
682,555,870
681,546,855
683,537,850
672,544,820
673,553,780
675,557,735
671,549,696
677,551,673
682,558,656
690,574,649
688,586,640
686,622,627
685,670,610
682,740,599
678,833,586
687,911,593
664,966,606
684,975,610
637,1023,706
624,983,797
619,962,918
597,908,1019
561,839,1023
539,769,1023
513,700,1023
492,594,1023
475,460,1023
441,281,1023
434,208,1023
442,244,1023
445,260,1023
457,295,1023
450,286,1023
429,282,1008
419,284,905
