594,576,576
659,659,700
663,694,742
657,708,777
651,728,798
643,753,815
629,768,858
620,808,873
641,792,814
635,830,933
632,790,921
643,777,929
656,777,948
652,732,977
644,698,1000
644,669,1013
636,643,1011
633,613,1023
624,568,1023
617,505,1023
587,411,1023
563,303,1023
530,268,1023
525,277,1023
525,278,1002
513,263,919
518,279,850
515,271,777
510,273,727
514,285,677
506,338,644
519,398,591
512,440,532
536,475,454
550,489,396
562,495,365
559,582,353
577,713,344
600,819,317
600,875,312
583,937,336
588,1020,396
601,1023,454
602,1023,552
605,1023,610
621,1023,698
621,1023,794
627,1001,889
632,936,1000
633,851,1023
