582,618,608
688,674,673
674,693,687
669,712,700
665,736,710
664,790,716
658,793,718
634,779,779
615,800,853
604,833,959
591,849,1023
599,809,924
604,807,1023
596,705,1023
610,711,1023
594,666,1023
579,614,1023
569,578,1023
572,543,1023
568,527,1023
565,524,1023
561,520,1023
553,476,1023
532,415,1023
502,349,982
477,261,895
455,236,806
458,247,717
478,260,665
498,299,631
498,324,581
509,366,534
528,410,483
548,476,434
573,558,398
594,613,370
605,660,343
604,652,321
598,652,296
609,729,302
628,861,350
633,964,435
645,1010,521
645,1003,584
640,988,636
639,988,682
635,991,772
653,1023,860
665,975,933
645,927,1022
