532,602,634
671,650,682
661,669,694
656,666,695
658,691,702
663,723,706
664,768,698
661,804,710
653,813,724
643,829,716
507,881,978
593,792,936
613,861,923
591,806,982
574,778,1023
564,694,1023
549,627,1023
537,564,1023
520,504,1023
507,464,1023
498,424,1023
478,388,1023
492,384,1023
476,401,1023
484,400,1023
479,375,1023
466,347,1019
427,310,941
394,270,821
393,254,685
413,279,586
453,308,499
481,357,440
521,448,431
574,535,395
579,596,388
599,636,366
616,688,323
607,668,291
622,707,250
618,733,253
613,783,305
608,838,402
608,890,509
619,919,560
616,924,608
625,935,667
629,979,744
644,950,828
621,854,939
