599,501,682
639,617,774
649,625,802
642,639,818
644,630,811
639,629,826
633,641,881
642,636,900
623,634,931
623,633,927
634,624,893
621,615,963
657,613,859
644,596,847
655,598,826
669,596,840
658,614,852
659,600,871
659,588,869
656,590,860
658,586,835
662,574,819
666,575,803
670,580,790
673,572,771
669,568,743
661,577,680
682,597,630
695,643,603
684,670,581
676,695,561
667,735,543
655,796,547
642,844,558
586,922,606
551,1012,678
531,1023,805
497,1023,954
483,1023,1023
479,1023,1023
429,977,1023
394,880,1023
365,763,1023
345,684,1023
348,593,1023
336,465,1023
344,253,1023
325,22,1023
248,14,1023
253,77,1023
