554,613,822
649,637,750
643,653,760
640,685,794
630,704,865
618,706,977
593,698,1023
581,689,1023
542,717,1023
573,692,1023
539,710,1023
516,706,1023
476,717,1023
443,725,1023
423,686,1023
414,678,858
406,602,617
441,540,371
470,513,121
505,453,5
556,437,1
585,453,1
589,464,1
559,444,2
518,483,4
490,531,20
450,581,138
403,609,243
362,647,429
324,705,769
270,759,1023
288,834,1023
302,847,1023
299,785,1023
345,761,1023
377,775,1023
391,781,1023
362,762,1023
348,712,1023
393,703,1023
430,666,866
464,612,763
491,565,600
508,534,405
566,500,162
589,449,13
629,413,3
648,398,1
645,411,2
604,456,5
