547,611,862
637,621,711
646,631,732
688,636,685
650,627,742
638,638,773
636,655,837
623,657,916
617,666,982
590,648,1023
586,646,1023
586,641,1023
545,660,1023
532,623,1023
540,636,1023
525,661,1023
512,650,1023
500,675,1023
488,659,980
503,636,860
496,609,753
486,592,602
490,556,387
533,526,197
550,508,55
568,482,11
600,497,3
609,501,2
597,518,2
568,529,8
525,615,65
494,667,192
445,694,286
405,701,427
373,730,677
336,742,1023
335,779,1023
333,756,1023
338,700,1023
379,623,1023
406,593,1023
429,658,1023
438,659,1023
436,639,1023
430,624,1023
447,650,984
464,645,812
503,607,669
527,592,553
545,551,372
