535,486,714
664,590,593
695,592,492
678,603,499
663,652,567
658,692,657
633,709,794
608,715,974
510,696,1023
583,808,1023
599,842,1023
552,808,1023
562,794,1023
533,787,1023
504,802,1023
471,754,1023
437,723,1023
407,696,985
373,659,835
362,628,644
345,576,333
370,519,12
468,504,1
551,470,1
564,402,0
511,338,0
462,361,1
404,443,7
343,538,34
282,646,197
242,772,409
206,848,814
167,940,1023
184,1023,1023
211,1023,1023
258,971,1023
354,979,1023
357,848,1023
344,878,1023
284,760,1023
288,758,1023
264,786,1023
247,724,974
243,671,798
230,609,514
246,458,148
338,394,3
464,317,0
542,286,1
556,299,0
