588,647,822
655,651,815
648,695,864
636,708,929
613,720,1023
575,701,1023
540,663,1023
520,672,1023
514,720,1023
531,734,1023
477,752,1023
462,763,1023
451,743,970
439,666,856
431,604,703
427,532,541
432,522,314
490,527,29
557,456,2
617,428,1
644,445,1
605,451,1
552,507,1
499,612,4
459,730,79
396,777,275
344,770,388
299,801,600
236,849,957
198,935,1023
193,908,1023
195,823,1023
270,743,1023
306,726,1023
332,712,1023
303,702,1023
292,740,1023
307,765,1023
333,728,830
386,678,562
474,648,330
504,574,100
600,510,5
667,455,1
708,423,1
690,417,1
647,471,3
581,520,17
532,607,224
496,665,387
