679,603,705
663,656,693
660,642,676
657,646,708
648,679,780
635,695,873
593,664,1007
525,730,1023
569,684,1023
566,685,1023
517,702,1023
501,717,1023
447,752,1023
384,782,1023
322,792,1023
280,816,1023
222,817,939
146,772,631
57,632,256
92,532,3
274,496,1
374,462,0
433,408,1
398,310,1
356,326,0
312,432,1
255,524,7
192,629,111
140,698,281
87,774,420
67,921,813
64,1023,1023
84,1023,1023
150,1023,1023
222,1023,1023
279,1021,1023
325,893,1023
333,923,1023
247,730,1023
236,708,1023
212,728,1023
262,702,846
278,661,654
309,598,485
345,520,257
420,439,19
488,369,1
569,299,0
590,297,0
577,374,0
