595,644,800
659,677,715
652,695,769
647,711,825
643,731,925
624,716,1006
625,709,1023
591,703,1023
575,698,1023
573,733,1023
556,731,1023
564,747,1023
548,754,1023
530,757,1023
513,753,1023
497,734,1021
489,675,939
470,647,842
454,584,680
458,525,450
487,482,232
531,469,22
567,446,2
605,415,0
617,403,1
564,438,1
507,523,3
441,646,15
413,784,156
358,797,267
287,815,419
219,833,773
174,934,1023
173,1000,1023
200,899,1023
226,744,1023
288,694,1023
337,720,1023
304,679,1023
281,691,1023
255,715,1023
272,726,1023
278,730,781
349,727,495
409,627,287
465,564,137
518,448,10
596,380,1
654,407,1
660,410,1
