601,632,749
653,649,706
647,676,738
650,680,792
644,726,843
627,717,919
597,703,1023
576,684,1023
574,687,1023
585,701,1023
534,683,1023
526,719,1023
515,730,1023
492,703,1023
474,694,1023
472,657,980
469,593,822
466,537,621
478,482,398
504,483,112
567,473,6
595,482,1
613,472,1
580,480,1
535,509,2
495,587,9
457,662,107
422,677,266
378,675,405
336,672,670
288,764,1023
282,821,1023
303,872,1023
308,833,1023
358,751,1023
384,731,1023
406,758,1023
379,724,1023
388,724,1023
402,719,1023
430,655,948
448,590,771
469,544,618
500,510,503
535,507,317
561,454,39
619,406,3
653,392,1
664,413,1
624,457,2
