614,714,886
660,651,816
654,651,848
667,639,835
656,636,839
648,628,870
619,597,936
524,465,1023
504,262,1023
496,222,1023
507,286,1023
539,288,979
567,374,973
559,448,1004
563,501,953
568,541,845
579,608,697
596,671,549
617,944,405
657,1023,243
733,1023,76
775,1023,17
775,1023,15
738,1023,93
669,1023,272
595,1023,391
536,1023,487
479,952,533
427,905,566
353,834,641
230,595,818
116,83,1023
70,0,1023
85,0,1023
150,0,1023
191,1,1023
211,2,1023
209,3,1023
221,13,1023
263,127,968
300,276,777
368,592,550
439,796,341
518,1023,120
647,1023,14
715,1023,9
735,1023,10
762,1023,13
753,1023,107
703,1023,234
