663,642,819
673,609,787
675,614,872
652,592,903
644,546,949
622,535,1023
566,512,1023
532,488,1023
524,506,1023
533,513,1023
563,501,988
594,487,830
611,534,822
623,527,752
637,575,709
647,582,684
653,637,612
672,709,531
698,846,439
725,1002,298
743,1023,125
798,1023,20
790,1023,17
758,1023,104
702,1023,296
642,1023,409
591,1023,481
551,975,536
482,911,620
390,774,784
281,527,1008
207,20,1023
168,0,1023
218,0,1023
282,5,1023
303,11,1023
303,12,1023
323,21,1023
302,146,1023
353,332,849
394,532,615
475,767,366
561,1015,118
667,1023,13
754,1023,6
774,1023,8
776,1023,37
761,1023,217
711,1023,306
630,1023,374
