613,597,792
669,698,774
661,708,816
656,711,803
649,699,799
636,692,834
615,661,899
572,637,1023
550,589,1023
533,474,1023
486,692,1023
546,344,1023
544,377,1023
543,393,1023
550,450,1023
548,487,996
551,508,904
556,546,807
564,649,633
596,824,456
663,1023,267
736,1023,64
789,1023,14
803,1023,15
756,1023,91
736,1023,221
665,1023,315
583,1023,431
526,989,533
471,909,544
366,815,645
267,485,877
168,10,1023
134,0,1023
170,1,1023
214,1,1023
212,1,1023
222,2,1023
220,5,1023
238,35,1023
277,227,926
335,395,738
378,548,547
421,742,321
536,992,92
622,1023,9
709,1023,6
687,1023,12
732,1023,134
751,1023,236
