657,674,796
662,689,836
641,672,876
634,644,880
613,617,911
594,520,1011
541,382,1023
510,329,1023
489,312,1023
457,337,1023
438,375,1023
479,385,1023
498,437,914
502,509,846
503,564,770
493,651,675
528,801,541
559,969,396
612,1023,246
677,1023,90
757,1023,12
799,1023,6
819,1023,5
762,1023,9
680,1023,51
591,1023,209
521,1023,328
459,1023,400
391,1005,470
291,963,603
146,783,842
35,272,1023
17,0,1023
18,0,1023
50,1,1023
110,7,1023
117,6,1023
126,5,1023
136,11,1023
142,133,1023
186,288,866
266,502,648
315,656,477
400,886,291
489,1023,82
620,1023,10
705,1023,5
789,1023,4
817,1023,5
782,1023,14
