563,537,802
701,677,732
694,663,764
679,642,767
663,615,830
636,577,964
581,501,1023
570,472,1023
527,392,1023
465,398,1023
563,347,1023
570,382,1023
562,466,1023
560,471,1017
563,487,934
570,512,824
585,526,704
596,590,592
570,741,478
642,936,347
699,1023,200
746,1023,87
763,1023,47
751,1023,32
730,1023,64
690,1023,186
633,1023,308
582,1023,395
526,1023,453
475,1023,502
388,941,647
274,632,882
203,204,1023
176,8,1023
210,3,1023
251,2,1023
275,2,1023
320,2,1023
330,7,1023
349,27,1023
362,148,1014
388,298,791
430,482,607
477,715,494
563,958,369
618,1023,274
700,1023,190
753,1023,88
767,1023,45
780,1023,86
