647,895,724
734,778,626
710,806,733
678,795,775
649,750,813
622,704,903
586,622,1023
547,506,1023
522,367,1023
508,219,1023
520,247,1023
510,274,1023
550,300,1023
543,343,1014
549,463,1000
559,560,944
570,575,850
585,603,742
597,671,604
633,823,414
676,1013,193
744,1023,30
790,1023,12
771,1023,18
746,1023,96
717,1023,251
662,1023,374
596,1023,467
556,977,511
517,930,547
458,914,636
365,757,823
261,262,1023
215,4,1023
220,1,1023
259,1,1023
281,2,1023
304,4,1023
295,7,1023
350,20,1023
344,145,1023
375,298,878
400,456,708
444,630,538
505,882,343
622,1023,135
698,1023,31
746,1023,26
766,1023,33
775,1023,70
