784,837,313
737,872,431
668,848,648
623,818,822
590,775,931
560,666,987
542,538,1023
505,415,1023
461,235,1023
431,71,1023
451,31,1023
437,26,1023
442,42,1023
459,127,1023
430,228,1023
436,374,996
451,472,916
471,510,814
493,556,721
513,660,576
551,825,329
615,1023,81
695,1023,9
770,1023,5
753,1023,7
762,1023,16
721,1023,59
667,1023,154
580,1023,249
503,1019,413
432,963,544
373,894,624
287,701,800
203,359,1023
157,32,1023
142,1,1023
179,0,1023
235,0,1023
292,1,1023
284,2,1023
299,10,1023
334,110,1023
373,342,841
401,561,637
474,793,437
553,1023,290
632,1023,185
685,1023,137
749,1023,77
772,1023,86
