674,746,715
703,729,696
674,718,783
671,672,797
628,605,911
576,463,1023
515,340,1023
480,297,1023
486,285,1023
492,269,1023
514,277,1023
497,348,1023
506,424,1023
519,476,902
512,548,748
508,701,568
555,940,368
622,1023,130
700,1023,14
760,1023,6
788,1023,5
739,1023,10
702,1023,95
627,1023,235
542,1023,361
487,1023,458
419,1023,516
360,978,574
224,837,775
89,386,1021
31,0,1023
27,0,1023
80,0,1023
142,1,1023
141,2,1023
142,4,1023
162,11,1023
166,115,1023
221,352,791
302,599,498
421,786,195
548,1023,20
668,1023,6
772,1023,4
798,1023,4
780,1023,7
754,1023,39
674,1023,163
571,1023,312
486,951,434
