595,832,852
651,672,761
620,630,832
590,573,936
536,430,1023
485,280,1023
441,193,1023
429,199,1023
434,277,1023
427,249,1023
431,312,1023
455,384,1023
441,466,1023
429,537,939
429,597,795
435,687,635
434,776,443
484,931,237
566,1023,73
653,1023,14
711,1023,7
744,1023,6
756,1023,5
734,1023,11
655,1023,56
585,1023,139
502,1023,212
418,1023,319
357,1012,439
272,994,551
158,919,714
35,632,977
10,49,1023
10,0,1023
15,0,1023
39,0,1023
68,1,1023
79,0,1023
70,3,1023
137,21,1023
163,206,947
226,418,725
297,598,532
365,803,370
474,1023,194
601,1023,33
717,1023,9
797,1023,5
838,1023,4
802,1023,9
