680,699,714
693,688,718
660,632,796
640,561,888
599,487,1023
554,440,1023
511,359,1023
484,260,1023
484,273,1023
521,335,1023
541,348,1018
527,395,965
538,430,930
555,500,836
535,602,714
569,849,513
633,984,360
675,1023,231
737,1023,84
788,1023,19
791,1023,18
779,1023,44
743,1023,154
680,1023,299
620,1023,387
558,973,450
517,926,496
460,888,570
358,675,773
290,320,1023
242,29,1023
205,3,1023
221,3,1023
272,6,1023
295,8,1023
323,10,1023
335,25,1023
335,175,1023
388,388,867
435,582,639
498,781,426
593,991,271
671,1023,164
732,1023,67
786,1023,24
806,1023,36
797,1023,148
777,1023,237
715,1023,312
642,1014,402
