784,542,598
576,706,721
553,729,719
558,756,690
697,829,645
750,951,650
753,1008,649
805,1023,589
897,1023,542
984,1005,496
1023,993,476
1023,1017,462
1023,947,465
1023,817,446
1023,727,441
1023,602,476
1023,505,486
1023,328,462
1023,40,444
1023,19,370
1023,35,403
1013,151,384
860,241,396
697,265,398
517,277,409
343,308,461
254,362,566
213,427,588
225,531,594
243,662,635
234,728,656
246,737,645
270,755,638
315,805,607
371,858,573
413,890,547
521,996,536
686,1023,548
860,1023,617
1016,1023,662
1023,900,635
1023,825,603
1023,729,566
1009,677,585
980,659,609
987,619,630
1014,601,654
1023,602,673
1023,576,685
1023,556,669
