523,1023,671
634,996,630
731,941,647
851,951,558
1023,750,494
1023,703,482
1023,671,473
1023,660,492
1023,617,459
1023,538,452
1023,494,460
1023,484,472
1023,474,490
1023,454,498
1023,412,527
1023,512,467
898,420,590
868,472,574
834,509,604
797,539,627
763,528,623
734,544,614
728,544,631
698,531,643
681,559,657
658,585,672
646,607,682
631,620,691
620,626,702
621,632,710
617,633,706
612,635,717
615,653,719
622,668,726
624,674,726
641,682,730
665,690,727
694,700,725
721,710,725
760,714,720
803,721,723
819,708,735
847,701,731
870,704,724
893,711,723
917,708,718
928,703,721
914,681,714
902,661,710
884,659,710
