866,632,601
746,533,685
692,539,712
768,561,678
846,577,674
806,575,691
808,565,689
836,564,674
851,576,677
860,585,670
854,586,672
869,587,672
876,586,670
869,573,669
846,571,681
836,576,682
833,576,684
826,569,691
727,563,696
818,565,685
803,583,689
791,584,691
802,563,708
806,562,685
840,563,693
820,555,696
816,571,695
804,549,697
804,551,697
807,562,699
807,569,693
815,572,691
818,573,690
828,569,687
834,565,687
838,571,689
837,574,689
830,577,689
815,583,691
800,579,697
794,576,697
794,572,699
802,569,704
810,554,703
829,555,700
847,551,697
846,565,699
821,571,701
794,582,716
773,601,724
