751,679,577
628,650,707
592,740,711
557,840,737
556,875,724
725,917,656
731,989,640
765,1023,637
887,1011,596
928,882,519
1011,835,510
1023,752,482
1023,558,489
1023,404,482
1023,380,466
1023,217,534
1023,35,377
1023,17,368
1023,60,420
1023,206,438
999,267,430
879,292,406
672,308,375
455,415,421
265,574,507
186,694,617
184,747,688
216,726,675
280,730,686
337,703,681
356,698,675
378,714,661
419,735,646
477,788,641
556,865,645
667,948,636
802,1013,650
890,953,653
941,847,610
962,750,578
959,703,583
958,711,612
995,704,640
1023,684,653
1023,634,649
1023,601,641
1023,575,636
990,563,627
925,565,629
875,592,644
